Zip Code,latitude,longitude,City,state,Store Number,Sales,Orders,Sales Forecast,Orders Forecast,Setup Cost,Decision
38008,35.246459,-88.99718,Bolivar,TN,B474,240549,38427,229120,17442,96089,1
38011,35.462176,-89.711687,Brighton,TN,C474,258831,49915,240668,40840,144912,1
38012,35.610611,-89.273232,Brownsville,TN,D474,279771,49579,163455,35274,131653,1
38015,35.556935,-89.823415,Burlison,TN,E474,135775,38346,268571,29073,159376,0
38016,35.181507,-89.760052,Cordova,TN,F474,221471,15086,231218,16920,129614,1
38017,35.066971,-89.648939,Collierville,TN,G474,273929,23277,118108,44964,162633,1
38018,35.13851,-89.760016,Cordova,TN,H474,242553,45036,119105,12897,184615,1
38019,35.562373,-89.628878,Covington,TN,I474,204333,25881,348123,16309,100295,1
38021,35.875848,-89.16475,Crockett Mills,TN,J474,184341,40867,284485,43723,40607,0
38023,35.457109,-89.93833,Drummonds,TN,K474,157983,36070,319111,44124,43822,0
38024,36.035542,-89.380814,Dyersburg,TN,L474,240161,44703,246595,37688,157312,1
38028,35.183099,-89.6322,Eads,TN,M474,282629,25278,362931,40860,17292,1
38029,35.238741,-89.821895,Ellendale,TN,N474,311239,36508,170840,20192,103527,1
38030,36.016378,-89.586052,Finley,TN,O474,191980,43956,372376,37614,86089,0
38034,35.911414,-89.236962,Friendship,TN,P474,132762,44297,130550,27389,42006,0
38036,35.32022,-89.625825,Gallaway,TN,Q474,145797,35924,132878,25689,192412,0
38037,35.797359,-89.398895,Gates,TN,R474,150088,42189,219690,48067,85173,0
38039,35.070591,-89.155715,Grand Junction,TN,S474,261984,32592,127293,38645,179868,1
38040,35.89239,-89.444872,Halls,TN,T474,143628,33985,131523,45042,109818,0
38041,35.659289,-89.704618,Henning,TN,U474,366022,35333,376624,34507,62920,1
38042,35.145159,-89.137403,Hickory Valley,TN,V474,357892,16168,378696,28719,46852,1
38044,35.199316,-88.809933,Hornsby,TN,W474,153262,11125,397374,41954,84300,0
38046,35.069904,-89.247931,La Grange,TN,X474,121245,36605,281999,15516,44505,0
38047,36.090531,-89.5034,Lenox,TN,Y474,227960,35025,257626,14072,101940,1
38049,35.390333,-89.53821,Mason,TN,Z474,181935,32271,233501,30617,36226,0
38050,35.829629,-89.23307,Maury City,TN,A475,129746,43466,275067,46328,20048,0
38052,35.090254,-88.917801,Middleton,TN,B475,112222,39956,275565,27981,166040,0
38053,35.346626,-89.951498,Millington,TN,C475,327261,37438,176725,32404,174520,1
38054,35.336356,-89.873398,Millington,TN,D475,258156,40862,348490,38213,169698,1
38057,35.052974,-89.368397,Moscow,TN,E475,339446,19235,252045,28229,53097,1
38058,35.458137,-89.816306,Munford,TN,F475,239610,14717,350582,12316,53690,1
38059,36.105685,-89.248757,Newbern,TN,G475,276489,23219,215051,20557,114211,1
38060,35.209347,-89.505468,Oakland,TN,H475,220894,20943,351022,21831,53078,1
38061,35.06839,-88.770907,Pocahontas,TN,I475,219864,27192,261379,29046,25532,1
38063,35.764057,-89.640503,Ripley,TN,J475,190944,17185,110028,22595,138425,0
38066,35.073387,-89.505031,Rossville,TN,K475,165022,37471,393727,34061,44987,0
38067,35.081609,-89.041788,Saulsbury,TN,L475,220602,49185,387641,11110,186079,1
38068,35.265556,-89.34517,Somerville,TN,M475,189610,24907,110441,12396,172185,0
38069,35.477856,-89.330284,Stanton,TN,N475,148010,27507,197269,27469,43524,0
38070,35.94356,-89.23701,Tigrett,TN,O475,384449,48907,385276,32746,137110,1
38075,35.379076,-89.136127,Whiteville,TN,P475,216414,39291,121872,34298,115690,1
38076,35.138706,-89.442078,Williston,TN,Q475,110211,30095,219916,12798,38253,0
38077,36.328075,-89.474394,Wynnburg,TN,R475,394790,22533,130741,48935,186924,1
38079,36.427748,-89.462502,Tiptonville,TN,S475,298908,13971,199234,47544,177386,1
38080,36.207086,-89.519208,Ridgely,TN,T475,359872,22056,188401,49349,150739,1
38103,35.15305,-90.054979,Memphis,TN,U475,132855,18980,236416,34590,152220,0
38104,35.132549,-90.003728,Memphis,TN,V475,153257,45234,338897,35668,115128,0
38105,35.151419,-90.035468,Memphis,TN,W475,256643,16196,292318,13801,52196,1
38106,35.102064,-90.094687,Memphis,TN,X475,209666,21174,277987,32877,48271,1
38107,35.170165,-90.023442,Memphis,TN,Y475,336959,42738,267423,25763,34078,1
38108,35.176666,-89.967917,Memphis,TN,Z475,172799,49205,102468,44843,125368,0
38109,35.037886,-90.154242,Memphis,TN,A476,243852,41583,343935,17113,151286,1
38111,35.110521,-89.943501,Memphis,TN,B476,257211,15859,185545,15720,136558,1
38112,35.147662,-89.976392,Memphis,TN,C476,196907,44740,138563,42810,94562,0
38114,35.096479,-89.985848,Memphis,TN,D476,391500,47069,279121,17080,138299,1
38115,35.053329,-89.862806,Memphis,TN,E476,316544,49794,152633,40570,145972,1
38116,35.033181,-90.011396,Memphis,TN,F476,278817,38133,266771,15802,137499,1
38117,35.11518,-89.905344,Memphis,TN,G476,271669,10440,141413,47376,163794,1
38118,35.032631,-89.932532,Memphis,TN,H476,320840,36654,199146,25602,58929,1
38119,35.079511,-89.845385,Memphis,TN,I476,303678,16185,238698,36379,24463,1
38120,35.123633,-89.852645,Memphis,TN,J476,255248,19425,324225,47225,24183,1
38122,35.158933,-89.921214,Memphis,TN,K476,111367,11344,265404,49132,91553,0
38125,35.025913,-89.788637,Memphis,TN,L476,117382,43614,230646,42696,142968,0
38126,35.126968,-90.043659,Memphis,TN,M476,187139,26473,245260,15078,149420,0
38127,35.242751,-90.02679,Memphis,TN,N476,381212,21028,360331,12160,55570,1
38128,35.224574,-89.926689,Memphis,TN,O476,185152,10667,281849,39176,43465,0
38131,35.066359,-89.992094,Memphis,TN,P476,176419,11170,230616,38101,115527,0
38132,35.073171,-89.99483,Memphis,TN,Q476,211900,48487,110697,33711,36636,1
38133,35.212893,-89.794288,Memphis,TN,R476,186114,23371,333225,38620,157455,0
38134,35.174957,-89.859879,Memphis,TN,S476,303116,30995,233609,42891,180016,1
38135,35.238915,-89.848589,Memphis,TN,T476,292248,13491,197849,23253,21778,1
38138,35.084827,-89.799331,Germantown,TN,U476,270090,15869,247370,14939,27022,1
38139,35.079657,-89.755097,Germantown,TN,V476,242780,35454,183889,31054,188098,1
38141,35.01365,-89.856938,Memphis,TN,W476,345448,33352,119650,18685,168768,1
38152,35.123648,-89.93139,Memphis,TN,X476,322852,24712,318486,14640,113109,1
38201,36.123507,-88.530333,Mc Kenzie,TN,Y476,382319,37677,146728,12917,30796,1
38220,35.993575,-88.670909,Atwood,TN,Z476,306721,48279,141562,32572,89272,1
38221,36.244754,-88.03501,Big Sandy,TN,A477,300798,29152,306691,32874,25186,1
38222,36.445536,-88.157903,Buchanan,TN,B477,303059,38895,171953,27904,165225,1
38224,36.387017,-88.492197,Cottage Grove,TN,C477,234432,17260,278068,45988,133359,1
38225,36.31885,-88.67074,Dresden,TN,D477,231582,36867,345477,34438,11488,1
38226,36.484448,-88.701518,Dukedom,TN,E477,377753,45256,204870,35068,173751,1
38229,36.22313,-88.606426,Gleason,TN,F477,192264,33352,135221,23300,131338,0
38230,36.15523,-88.775865,Greenfield,TN,G477,382336,43051,335336,34901,28552,1
38231,36.213058,-88.426137,Henry,TN,H477,235337,23988,177995,10800,46834,1
38232,36.359026,-89.324185,Hornbeak,TN,I477,234654,49715,183521,35003,24433,1
38233,36.203444,-89.04908,Kenton,TN,J477,385569,43435,305983,28860,192809,1
38235,35.989374,-88.563893,Mc Lemoresville,TN,K477,164365,47606,387315,22160,108463,0
38236,36.168109,-88.268062,Mansfield,TN,L477,250192,25853,184351,24649,123277,1
38237,36.358391,-88.837992,Martin,TN,M477,251669,30614,351441,42477,175946,1
38240,36.245091,-89.318119,Obion,TN,N477,302925,31282,119409,11600,70114,1
38241,36.427772,-88.591844,Palmersville,TN,O477,126875,35024,332428,34056,93375,0
38242,36.305579,-88.33112,Paris,TN,P477,387997,43814,130940,15412,171537,1
38251,36.459872,-88.355856,Puryear,TN,Q477,304703,30317,308361,11423,157662,1
38253,36.264479,-88.993346,Rives,TN,R477,169837,12212,346155,25452,57048,0
38254,36.374904,-89.347404,Samburg,TN,S477,339506,36884,201474,14398,69549,1
38255,36.240718,-88.85913,Sharon,TN,T477,141266,41222,296765,43291,118365,0
38256,36.308521,-88.131502,Springville,TN,U477,113692,37561,251431,15594,28044,0
38257,36.456709,-88.876526,South Fulton,TN,V477,125432,36364,394647,45920,141337,0
38258,36.032792,-88.619287,Trezevant,TN,W477,120330,21501,266642,48722,89294,0
38259,36.199152,-89.183658,Trimble,TN,X477,176174,44580,267598,22007,17788,0
38260,36.360777,-89.200363,Troy,TN,Y477,240101,13750,350975,40444,121849,1
38261,36.42886,-89.113506,Union City,TN,Z477,323336,33586,186859,14455,126313,1
38301,35.588164,-88.853395,Jackson,TN,A478,290150,11226,378957,45868,39701,1
38305,35.701654,-88.768058,Jackson,TN,B478,186924,29257,199885,18011,135980,0
38310,35.261666,-88.40857,Adamsville,TN,C478,159490,27096,111038,42867,123029,0
38311,35.437098,-88.104204,Bath Springs,TN,D478,206771,21409,292385,47664,37087,1
38313,35.610339,-88.619827,Beech Bluff,TN,E478,267029,37367,116042,33993,145197,1
38315,35.268316,-88.615654,Bethel Springs,TN,F478,228963,47356,262920,10728,136103,1
38316,36.065982,-88.817584,Bradford,TN,G478,206902,20136,372095,18298,25923,1
38317,36.057937,-88.26381,Bruceton,TN,H478,290174,24596,379339,39499,33269,1
38318,35.947414,-88.242002,Buena Vista,TN,I478,182618,16633,183631,27554,155973,0
38320,36.051656,-88.1126,Camden,TN,J478,381573,19790,388769,39893,147551,1
38321,35.845504,-88.532266,Cedar Grove,TN,K478,397142,12352,255706,11290,128116,1
38326,35.054654,-88.286151,Counce,TN,L478,265440,31575,252869,41189,87363,1
38327,35.22441,-88.308574,Crump,TN,M478,290219,24198,281135,23949,55515,1
38328,35.680535,-88.215686,Darden,TN,N478,334665,22486,285085,30315,73683,1
38329,35.537576,-88.10779,Decaturville,TN,O478,107578,48446,239792,21453,51409,0
38330,36.070503,-89.034414,Dyer,TN,P478,188928,38374,320931,47754,77542,0
38332,35.419091,-88.426456,Enville,TN,Q478,123782,33447,346105,25888,195212,0
38333,36.128133,-87.954454,Eva,TN,R478,328920,26830,314798,15899,108593,1
38334,35.361284,-88.571718,Finger,TN,S478,235679,12959,363718,24872,192259,1
38337,35.785275,-89.014026,Gadsden,TN,T478,242192,15820,190682,17697,30537,1
38339,35.052272,-88.515023,Guys,TN,U478,310184,12744,273469,26712,157085,1
38340,35.401322,-88.68325,Henderson,TN,V478,346405,28114,253917,12415,114002,1
38341,35.877577,-88.083895,Holladay,TN,W478,119438,40369,122990,40552,55985,0
38342,36.07174,-88.288871,Hollow Rock,TN,X478,270068,25882,210580,24105,65521,1
38343,35.827399,-88.926409,Humboldt,TN,Y478,100077,12683,395387,30117,38571,0
38344,35.978164,-88.424138,Huntingdon,TN,Z478,177343,46280,123130,14602,50143,0
38345,35.597455,-88.506055,Huron,TN,A479,389196,14517,201379,28000,154141,1
38347,35.477766,-88.4986,Jacks Creek,TN,B479,306966,16807,134540,37509,16633,1
38348,35.872744,-88.650963,Lavinia,TN,C479,151512,41826,359391,34745,108014,0
38351,35.671109,-88.399952,Lexington,TN,D479,307213,31877,184922,14214,116076,1
38352,35.529455,-88.533846,Luray,TN,E479,351751,18512,312442,35131,59317,1
38355,35.784009,-88.775061,Medina,TN,F479,357892,24727,343192,49034,29847,1
38356,35.438396,-88.893792,Medon,TN,G479,108480,23106,289681,24085,25446,0
38357,35.044826,-88.415338,Michie,TN,H479,110727,26190,305195,32690,156163,0
38358,35.916675,-88.758664,Milan,TN,I479,233862,21973,381854,25687,152673,1
38359,35.369853,-88.351362,Milledgeville,TN,J479,378004,37223,254405,27051,146967,1
38361,35.311301,-88.299924,Morris Chapel,TN,K479,154290,37165,240258,39749,113815,0
38362,35.729072,-88.782978,Oakfield,TN,L479,219265,29275,123613,21709,199424,1
38363,35.687843,-88.110764,Parsons,TN,M479,231638,21108,220423,30934,143097,1
38365,35.05425,-88.232127,Pickwick Dam,TN,N479,140641,29501,394110,45113,152023,0
38366,35.479,-88.741273,Pinson,TN,O479,282417,17378,322078,41840,183460,1
38367,35.053048,-88.623242,Ramer,TN,P479,193466,27133,383069,21823,170623,0
38368,35.510913,-88.348129,Reagan,TN,Q479,127320,11777,175683,24585,175106,0
38369,36.131922,-88.942666,Rutherford,TN,R479,107290,49488,211243,46279,197433,0
38370,35.383879,-88.245206,Saltillo,TN,S479,202629,21274,120370,20099,32572,1
38371,35.424293,-88.295085,Sardis,TN,T479,321436,34932,248697,19325,118621,1
38372,35.143564,-88.156874,Savannah,TN,U479,224050,12913,371652,33877,100605,1
38374,35.50561,-88.230904,Scotts Hill,TN,V479,106377,48937,122419,47097,69707,0
38375,35.157812,-88.591697,Selmer,TN,W479,197982,18741,218185,45275,10079,0
38376,35.099209,-88.368705,Shiloh,TN,X479,317009,48054,279499,45451,40767,1
38379,35.164244,-88.433753,Stantonville,TN,Y479,228139,23917,284485,42594,74567,1
38380,35.780087,-88.038992,Sugar Tree,TN,Z479,159024,18631,111673,27350,34461,0
38381,35.357199,-88.971359,Toone,TN,A480,276230,44184,287584,46176,189579,1
38382,35.968463,-88.984393,Trenton,TN,B480,298099,16986,364932,24099,137353,1
38387,35.87292,-88.277462,Westport,TN,C480,177442,24099,214521,39317,74839,0
38388,35.78162,-88.319887,Wildersville,TN,D480,123884,39077,193737,40692,174391,0
38390,35.840546,-88.372294,Yuma,TN,E480,251602,18291,224604,31538,93086,1
38391,35.546571,-88.992177,Denmark,TN,F480,223649,26161,126229,21033,87874,1
38392,35.456728,-89.044845,Mercer,TN,G480,371526,47116,370575,17024,176221,1
38401,35.629164,-87.021526,Columbia,TN,H480,274474,18861,288360,26859,95033,1
38425,35.412209,-87.943013,Clifton,TN,I480,172746,43220,384879,12869,160307,0
38449,35.040439,-86.818172,Ardmore,TN,J480,392303,31021,130869,32832,96542,1
38450,35.183623,-87.792739,Collinwood,TN,K480,270762,17295,255652,44284,124071,1
38451,35.460534,-86.992239,Culleoka,TN,L480,215777,20012,108378,42369,25033,1
38452,35.080355,-87.796308,Cypress Inn,TN,M480,182715,41210,152343,10711,164148,0
38453,35.12136,-86.812108,Dellrose,TN,N480,284949,42327,317019,31537,129672,1
38454,35.728171,-87.345316,Duck River,TN,O480,120596,42568,391268,24701,88747,0
38455,35.043543,-86.885707,Elkton,TN,P480,227715,10031,395327,39332,90531,1
38456,35.335476,-87.266379,Ethridge,TN,Q480,194250,38644,363270,18639,10437,0
38457,35.029325,-87.284446,Five Points,TN,R480,175603,43296,190331,14269,93070,0
38459,35.194281,-86.80545,Frankewing,TN,S480,140191,29006,227966,20868,46079,0
38460,35.088664,-87.153186,Goodspring,TN,T480,202675,26541,350430,19834,149110,1
38461,35.593001,-87.341971,Hampshire,TN,U480,343890,49186,111810,37707,187003,1
38462,35.528171,-87.562943,Hohenwald,TN,V480,355035,19548,125232,31301,152671,1
38463,35.070595,-87.645115,Iron City,TN,W480,307756,14428,313743,11866,161978,1
38464,35.290788,-87.433736,Lawrenceburg,TN,X480,328508,44005,166018,46078,71062,1
38468,35.135146,-87.291063,Leoma,TN,Y480,116152,10418,343122,20717,71085,0
38469,35.074665,-87.428629,Loretto,TN,Z480,359164,27783,214930,28663,180281,1
38471,35.083901,-87.932397,Lutts,TN,A481,343963,38203,318845,33753,170383,1
38472,35.37761,-87.038523,Lynnville,TN,B481,145310,40857,210206,24257,37802,0
38473,35.021246,-87.171674,Minor Hill,TN,C481,103041,41726,347078,44685,172300,0
38474,35.517968,-87.226224,Mount Pleasant,TN,D481,334018,25233,155620,30609,103306,1
38475,35.253477,-88.016092,Olivehill,TN,E481,265778,38771,113977,29048,63145,1
38476,35.841187,-87.213762,Primm Springs,TN,F481,146148,33079,314878,29423,162622,0
38477,35.064974,-86.993087,Prospect,TN,G481,341249,43667,390316,15691,99362,1
38478,35.232881,-87.005872,Pulaski,TN,H481,145156,36726,351230,47432,112364,0
38481,35.031246,-87.492311,Saint Joseph,TN,I481,118936,18281,337872,24252,191074,0
38482,35.768825,-87.149896,Santa Fe,TN,J481,293312,33635,300089,27835,14138,1
38483,35.440765,-87.333659,Summertown,TN,K481,151425,35001,338585,49422,182622,0
38485,35.356481,-87.782136,Waynesboro,TN,L481,380997,22544,226532,40833,190335,1
38486,35.170567,-87.545112,Westpoint,TN,M481,245565,42692,274254,11744,158413,1
38487,35.718406,-87.233466,Williamsport,TN,N481,268072,27618,244889,48587,105523,1
38488,35.042917,-86.663495,Taft,TN,O481,237812,40612,110470,48779,105720,1
38501,36.226045,-85.533285,Cookeville,TN,P481,272753,14985,272030,43573,185652,1
38504,36.395555,-84.724678,Allardt,TN,Q481,162148,45890,132259,15807,73249,0
38505,36.175064,-85.505075,Cookeville,TN,R481,154204,31564,232166,15077,130904,0
38506,36.187107,-85.433312,Cookeville,TN,S481,223227,28423,177438,32794,152428,1
38541,36.538018,-85.335604,Allons,TN,T481,259339,46028,142216,19416,82335,1
38542,36.317132,-85.202215,Allred,TN,U481,193492,23420,387337,27470,114002,0
38543,36.350091,-85.150004,Alpine,TN,V481,237777,13114,187112,47645,198863,1
38544,36.123588,-85.663143,Baxter,TN,W481,214902,41616,133046,10581,114570,1
38545,36.232094,-85.662826,Bloomington Springs,TN,X481,141735,15338,271256,37783,132901,0
38547,36.156158,-86.006625,Brush Creek,TN,Y481,123912,47772,123755,39443,116223,0
38548,36.164152,-85.790513,Buffalo Valley,TN,Z481,354631,34615,307800,25995,161839,1
38549,36.56213,-85.149064,Byrdstown,TN,A482,228668,21960,362770,18209,128755,1
38551,36.558054,-85.48718,Celina,TN,B482,348239,36444,186535,23338,152322,1
38552,36.217719,-85.81368,Chestnut Mound,TN,C482,296849,12850,209589,14749,51053,1
38553,36.201869,-85.006317,Clarkrange,TN,D482,178659,28713,200018,12355,140832,0
38554,36.24949,-85.161655,Crawford,TN,E482,113870,36440,279925,37016,141090,0
38555,35.887881,-84.989016,Crossville,TN,F482,324916,47376,146093,15328,113348,1
38556,36.406761,-84.918949,Jamestown,TN,G482,237094,24991,297870,43963,91368,1
38558,36.009882,-84.866567,Crossville,TN,H482,338478,45174,276293,21578,187696,1
38559,35.808437,-85.508014,Doyle,TN,I482,365842,16748,227910,14544,118683,1
38560,36.221922,-85.855645,Elmwood,TN,J482,329366,14071,214828,18238,153989,1
38562,36.354002,-85.657669,Gainesboro,TN,K482,129396,13212,124619,19500,71660,0
38563,36.214191,-86.023411,Gordonsville,TN,L482,340627,24735,316749,28136,111423,1
38564,36.275933,-85.735915,Granville,TN,M482,221448,15460,184820,14735,120983,1
38565,36.262759,-85.009469,Grimsley,TN,N482,350154,29035,377987,46155,130982,1
38567,36.132827,-85.925669,Hickman,TN,O482,397282,29416,332698,31891,164344,1
38568,36.438492,-85.473057,Hilham,TN,P482,348050,36856,305305,36963,161362,1
38569,36.092342,-85.863126,Lancaster,TN,Q482,284385,42071,295275,22502,140730,1
38570,36.376276,-85.326452,Livingston,TN,R482,326532,26324,325540,17276,172665,1
38571,36.051604,-85.012804,Crossville,TN,S482,360519,15971,334233,45570,103518,1
38572,35.849059,-85.12896,Crossville,TN,T482,343372,25403,314911,18374,106840,1
38573,36.493416,-85.223882,Monroe,TN,U482,140010,40429,135474,42436,193352,0
38574,36.143643,-85.229289,Monterey,TN,V482,289829,22784,147230,46378,13246,1
38575,36.555337,-85.636403,Moss,TN,W482,341846,19019,386136,43870,133760,1
38577,36.565976,-84.972395,Pall Mall,TN,X482,248720,16531,131214,36086,92569,1
38578,35.981795,-85.198328,Pleasant Hill,TN,Y482,339623,12219,117722,21410,192702,1
38579,35.835867,-85.548177,Quebeck,TN,Z482,229918,23550,185173,33709,131328,1
38580,36.290013,-85.299934,Rickman,TN,A483,178588,18651,223954,18818,52267,0
38581,35.74104,-85.620827,Rock Island,TN,B483,310480,28863,221066,36902,164613,1
38582,36.099444,-85.764549,Silver Point,TN,C483,163525,36479,345875,12200,136255,0
38583,35.94454,-85.442214,Sparta,TN,D483,228047,18171,245918,44027,183166,1
38585,35.618527,-85.485795,Spencer,TN,E483,370613,49144,212825,28280,112312,1
38587,35.864761,-85.613998,Walling,TN,F483,287956,32031,292657,29399,29943,1
38588,36.446386,-85.730671,Whitleyville,TN,G483,156739,45747,109117,36238,175037,0
38589,36.285583,-85.077112,Wilder,TN,H483,356351,28674,338586,25889,41467,1
38601,34.492325,-89.443056,Abbeville,MS,I483,335603,38486,275120,46894,28556,1
38603,34.84841,-89.14226,Ashland,MS,J483,314136,21674,368947,49438,193367,1
38606,34.303262,-89.952316,Batesville,MS,K483,375512,16689,219767,45003,139530,1
38610,34.651787,-89.025549,Blue Mountain,MS,L483,375977,44465,115525,29734,143166,1
38611,34.856233,-89.67602,Byhalia,MS,M483,289841,42430,217859,18193,17943,1
38614,34.157044,-90.597737,Clarksdale,MS,N483,131054,16853,145807,34282,161973,0
38617,34.351492,-90.522013,Coahoma,MS,O483,145915,12965,349608,40247,168162,0
38618,34.716284,-89.93785,Coldwater,MS,P483,379848,23784,205682,40978,170337,1
38619,34.518142,-89.835541,Como,MS,Q483,239020,11620,342413,39009,69334,1
38620,34.230138,-89.90251,Courtland,MS,R483,302471,27536,118445,18551,132622,1
38621,34.447192,-90.170459,Crenshaw,MS,S483,211736,39110,386298,18598,198604,1
38622,34.171912,-90.138492,Crowder,MS,T483,265879,36323,202600,37593,108841,1
38623,34.367662,-90.282849,Darling,MS,U483,304727,43723,341843,25360,151793,1
38625,34.612136,-88.826435,Dumas,MS,V483,288699,15682,367998,25416,139723,1
38626,34.517362,-90.414527,Dundee,MS,W483,393590,29644,279598,43637,105531,1
38627,34.41783,-89.207944,Etta,MS,X483,311618,37784,232273,44513,167946,1
38629,34.862808,-89.009788,Falkner,MS,Y483,184664,48983,260310,49481,108368,0
38630,34.278839,-90.685609,Farrell,MS,Z483,326989,14317,360771,21778,140708,1
38631,34.360976,-90.619981,Friars Point,MS,A484,267556,11177,309456,49299,22747,1
38632,34.795914,-90.015068,Hernando,MS,B484,390003,31549,225544,27445,28476,1
38633,34.647337,-89.194971,Hickory Flat,MS,C484,253605,10679,229606,29304,60704,1
38635,34.766909,-89.486327,Holly Springs,MS,D484,117547,34145,347066,14203,77681,0
38637,34.952081,-90.049209,Horn Lake,MS,E484,369329,14096,378193,18382,46159,1
38639,34.303108,-90.432003,Jonestown,MS,F484,313329,19550,336485,37125,199905,1
38641,34.911876,-90.191356,Lake Cormorant,MS,G484,103978,17761,130535,35024,88255,0
38642,34.928904,-89.334667,Lamar,MS,H484,334045,10975,392709,23428,152489,1
38643,34.148487,-90.260865,Lambert,MS,I484,104463,36092,274922,25486,59658,0
38644,34.460809,-90.49353,Lula,MS,J484,271963,24659,250085,27205,137423,1
38645,34.247849,-90.47642,Lyon,MS,K484,188332,27688,340862,12704,92951,0
38646,34.289637,-90.314386,Marks,MS,L484,289855,36035,301620,46008,184467,1
38647,34.963506,-89.224108,Michigan City,MS,M484,127467,40729,175190,24528,162568,0
38650,34.528102,-89.145451,Myrtle,MS,N484,379423,31807,190561,10899,32417,1
38651,34.89339,-90.002204,Nesbit,MS,O484,143948,41798,167296,43086,132644,0
38652,34.483075,-88.996667,New Albany,MS,P484,205661,28367,193733,40610,152738,1
38654,34.933929,-89.81628,Olive Branch,MS,Q484,208252,40938,283080,32727,28568,1
38655,34.333217,-89.473309,Oxford,MS,R484,254390,22390,181959,17538,117559,1
38658,34.188345,-89.90102,Pope,MS,S484,390374,20082,262389,49054,19244,1
38659,34.621505,-89.331511,Potts Camp,MS,T484,372053,24055,134789,30885,25701,1
38661,34.896991,-89.561056,Red Banks,MS,U484,185970,23142,160717,47153,83581,0
38663,34.734051,-88.882216,Ripley,MS,V484,287612,33273,315883,33368,14589,1
38664,34.811462,-90.329253,Robinsonville,MS,W484,349531,26617,360559,14868,13166,1
38665,34.583273,-90.166012,Sarah,MS,X484,342523,19746,248973,41759,63349,1
38666,34.425884,-89.920273,Sardis,MS,Y484,292919,12080,337389,40815,42919,1
38668,34.590668,-89.917818,Senatobia,MS,Z484,127373,31005,304697,28536,115920,0
38670,34.416895,-90.288714,Sledge,MS,A485,144616,41732,149086,10176,107088,0
38671,34.966282,-89.998152,Southaven,MS,B485,316254,42937,122059,26930,20440,1
38672,34.9114,-89.927894,Southaven,MS,C485,178981,26425,111713,36821,191308,0
38673,34.293443,-89.635806,Taylor,MS,D485,158630,31527,111166,39394,54880,0
38674,34.86837,-88.892398,Tiplersville,MS,E485,379888,48874,228726,13691,17584,1
38676,34.66645,-90.383731,Tunica,MS,F485,389190,12023,137895,20801,134350,1
38677,34.365411,-89.53718,University,MS,G485,316993,41235,266073,18177,73112,1
38680,34.951674,-90.146147,Walls,MS,H485,306695,37440,322320,45200,97458,1
38683,34.93491,-88.867314,Walnut,MS,I485,222378,36015,130230,25139,50852,1
38685,34.59305,-89.488478,Waterford,MS,J485,287798,27399,297817,48966,117372,1
38701,33.310738,-91.044262,Greenville,MS,K485,362775,16612,155526,48074,15480,1
38702,33.535666,-91.180051,Greenville,MS,L485,263111,26486,281001,23112,33703,1
38703,33.475662,-91.052834,Greenville,MS,M485,353808,23671,218498,17996,14460,1
38704,33.007175,-91.021252,Greenville,MS,N485,219056,45461,317127,39440,186199,1
38720,34.108397,-90.788009,Alligator,MS,O485,146849,34938,365987,13086,50636,0
38721,32.989634,-90.746359,Anguilla,MS,P485,128478,22635,382234,20944,50857,0
38722,33.260304,-90.883939,Arcola,MS,Q485,387948,11654,350045,34013,129596,1
38723,33.229662,-91.038367,Avon,MS,R485,179032,44774,119311,40863,14059,0
38725,33.648757,-91.030947,Benoit,MS,S485,346559,15865,208496,14619,47919,1
38726,33.755796,-90.988708,Beulah,MS,T485,319805,31398,254749,15345,190314,1
38730,33.682859,-90.790778,Boyle,MS,U485,385020,30733,158369,32156,98098,1
38731,33.0666,-91.046742,Chatham,MS,V485,138554,17612,158266,39154,134632,0
38732,33.758855,-90.725595,Cleveland,MS,W485,328034,31400,112348,25856,163421,1
38736,33.64279,-90.537368,Doddsville,MS,X485,305782,46582,278571,18078,156730,1
38737,33.863521,-90.524172,Drew,MS,Y485,313182,38414,141020,32060,73648,1
38738,33.945099,-90.533141,Parchman,MS,Z485,220807,43607,331144,11352,12826,1
38740,34.057678,-90.79876,Duncan,MS,A486,290224,18558,219278,28496,138879,1
38744,33.014154,-91.037148,Glen Allan,MS,B486,294677,25596,158218,39526,81540,1
38745,32.972278,-90.992816,Grace,MS,C486,100346,19390,364672,23990,101305,0
38746,33.961973,-90.909267,Gunnison,MS,D486,245544,23243,114038,39977,190343,1
38748,33.151196,-90.902048,Hollandale,MS,E486,377093,43263,335830,34309,38262,1
38749,33.447423,-90.752367,Holly Ridge,MS,F486,159239,14690,356362,45476,184047,0
38751,33.44553,-90.686995,Indianola,MS,G486,152988,20810,378119,34755,126035,0
38753,33.347339,-90.576284,Inverness,MS,H486,204467,17969,182379,30682,45752,1
38754,33.249944,-90.622535,Isola,MS,I486,180824,42998,367335,13025,10542,0
38756,33.389797,-90.860225,Leland,MS,J486,311592,40689,351218,42985,109417,1
38759,33.825158,-90.730327,Merigold,MS,K486,262541,44746,296777,21884,135794,1
38760,33.458034,-90.989273,Metcalfe,MS,L486,292023,12232,380787,15757,60635,1
38761,33.430152,-90.484464,Moorhead,MS,M486,226685,43941,209746,42332,61006,1
38762,33.89594,-90.716631,Mound Bayou,MS,N486,165707,10648,125017,15472,95066,0
38764,33.780114,-90.866202,Pace,MS,O486,359596,26406,297237,38986,120325,1
38765,33.069113,-90.874611,Panther Burn,MS,P486,317150,12790,154803,29415,148478,1
